molecule_id,smiles,taste
train_317,O=C1OC(c2cccc(O)c2)Cc2ccccc21,7
train_318,O=C(CCNNC(=O)c1ccncc1)NCc1ccccc1,0
train_319,CN(C)c1cccc(NS(=O)(=O)[O-])c1.[Na+],0
train_320,CC(C)C(=O)OCCc1ccccc1,2
train_321,COCC1OC(CO)C(O)C(O)C1O,2
train_322,Cc1cc(F)ccc1NS(=O)(=O)[O-].[Na+],0
train_323,Cc1ccc(NS(=O)(=O)[O-])nc1.[Na+],3
train_324,Cc1cccnc1NS(=O)(=O)[O-].[Na+],3
train_325,CC1C(=O)C23C(O)C1CCC2C12COC3(O)C(O)C1C(C)(C)CCC2=O,0
train_326,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=S)Nc1ccc([N+](=O)[O-])cc1,6
train_327,COc1ccc(C2OCc3c(O)cccc3S2)cc1O,6
train_328,CC1NC(=O)CNC1=O,0
train_329,O=C(O)CCC(=O)NCCc1ccc(O)cc1,8
train_330,CC(=CCO)CCC1=C(C=O)CC(OC2OCC(O)C(O)C2O)C2C(C)(CO)CCCC12C,6
train_331,COc1ccc(NCc2ccccc2)cc1O,6
train_332,O=S(=O)([O-])Nc1nccs1.[Na+],6
train_333,CCCCC(=O)OCC(C)NC(=O)C(N)CC(=O)O,6
train_334,Cc1ccccc1NS(=O)(=O)[O-].[Na+],6
train_335,O=S(=O)([O-])Nc1ccc2c(c1)CCC2.[Na+],3
train_336,CCCCCCCCC=CCCCCCCCC(=O)OC(CO)CO,0
train_337,CC(N)C(=O)OC(C)(C)C.Cl,6
train_338,COc1ccc(OCc2ccccc2C(=O)O)cc1O,6
train_339,CCC1=COS(=O)(=O)[N-]C1=O.[Na+],6
train_340,CCCC(=O)NC1CCOC1=O,0
train_341,N#C[S-].[Na+],0
train_342,COc1ccc(C2OCc3ccccc3S2)cc1,7
train_343,CCCCCCCCCCCCCc1nnc(NS(=O)(=O)[O-])s1.[Na+],6
train_344,CC12CCC(O)CC1CCC1C2C(O)CC2(C)C(c3ccc(=O)oc3)CCC12O,0
train_345,Oc1ccccc1O,0
train_346,O=C1NS(=O)(=O)c2cscc21,6
train_347,ON=CC1=COCCC1,6
train_348,Cc1cccc(CNC(=Nc2ccc(C#N)cc2)NCC(=O)O)c1,6
train_349,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2ccc3ccccc3c2)cc1,6
train_350,CCO,3
train_351,Cl.NCCCCC(N)C(=O)NCCS(=O)(=O)O,4
train_352,CC(CCC1(O)OC2CC3C4CCC5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,0
train_353,CC(Cc1ccccc1)NCCC#N.Cl,0
train_354,CC(O)CO,6
train_355,COc1cc2c(=O)c(-c3ccc(O)cc3)coc2cc1OC1OC(CO)C(O)C(O)C1O,0
train_356,O=S(=O)([O-])Nc1nnc(C(F)(F)F)s1.[Na+],6
train_357,O=S(=O)([O-])NC1CCCSC1.[Na+],6
train_358,C=C(C)OC12OCC3(C(OC(C)=O)CCC(C)(C)C3C1OC(C)=O)C1CCC3C(C)C(=O)C12C3OC(C)=O,0
train_359,CCCOc1ccc(C2CC(=O)c3c(O)cccc3O2)cc1O,6
train_360,CCCCCC=CC=CC(=O)NCC(C)C,1
train_361,CC(CC(=O)OC(C)(C)C)NC(=O)C(N)CC(=O)O,6
train_362,CCOCc1c(O)c(C(=O)O)c(C)c2c1OC(=O)c1c(C)cc(O)c(C=O)c1O2,0
train_363,CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(CO)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CO)C(=O)N1CCCC1C(=O)O)C(C)O,0
train_364,CCc1cc(Br)ccc1NS(=O)(=O)[O-].[Na+],6
train_365,COCC1OC(CO)(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,6
train_366,CC(CC1CCCCC1)N(C)C(=O)C(N)CC(=O)O,0
train_367,CC(C)CC(N)C(=O)NC(CC(C)C)C(=O)O,0
train_368,CC1C(=O)C23CC1CC(O)C2C12COCC1C(C)(C)CCC2OC3=O,7
train_369,COC(CN(S(=O)(=O)[O-])S(=O)(=O)[O-])OC.[Na+].[Na+],5
train_370,CCCOS(=O)(=O)NC1CCCCC1,2
train_371,C=CCc1ccc(OC)c(OC)c1,0
train_372,CCC(=O)OCC(C)C,0
train_373,CCCCCCCCCCC=CC=O,2
train_374,CC(C)(C)CC(C)(C)NS(=O)(=O)[O-].[Na+],3
train_375,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,0
train_376,CC(NC(=O)C(N)CC(=O)O)C(=O)NC(C)(C(C)(C)C)C(C)(C)C,6
train_377,CC1CCC(C(C)C)C(OC(=O)CCCC(=O)O)C1,1
train_378,COc1ccc(CCc2ccc(C)cc2)cc1O,7
train_379,COC(=O)C(NC(=O)C(N)CC(=O)O)C(C)c1ccccc1,6
train_380,CCC(C)OS(=O)(=O)NC1CCCCC1,2
train_381,CC(C)CC1NC(=O)C(C(C)C)NC1=O,0
train_382,CC(=O)OCCCc1ccccc1,2
train_383,Cc1ccc([N+](=O)[O-])cc1NS(=O)(=O)[O-].[Na+],1
train_384,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,0
train_385,O=C1OC(c2ccc(O)c(O)c2)Cc2ccccc21,7
train_386,CCCCOS(N)(=O)=O,6
train_387,O=S(=O)([O-])Nc1ccc(Cl)cc1F.[Na+],2
train_388,CCCCOS(=O)(=O)NC1CCCCC1,2
train_389,O=S(=O)([O-])NC1CSC1.[Na+],3
train_390,O=S(=O)([O-])NC1CCC(NS(=O)(=O)[O-])CC1.[Na+].[Na+],7
train_391,CC1=CC2C=CC1CC2,0
train_392,O=S(=O)([O-])Nc1cc(F)cc(F)c1.[Na+],6
train_393,CN(Cc1ccccc1)C(=Nc1ccc(C#N)cc1)NCC(=O)O,6
train_394,O=S(=O)([O-])Nc1ccc(OCc2ccccc2)cc1.[Na+],1
train_395,Cn1cnc2c1c(=O)[nH]c(=O)n2C,0
train_396,O=C(O)C(C1CCCC1)S(=O)(=O)c1ccccc1,6
train_397,CC12CCC(C(S(=O)(=O)[O-])C1=O)C2(C)C.CCN(CC)C(=O)c1ccc[n+](C)c1,0
train_398,N#Cc1ccc(Cl)c(N)c1,6
train_399,CC(C)C1=CCC(C=NO)=CC1,0
train_400,Cc1cccc(C)c1NC(=O)C[N+](C)(C)CCc1ccc(Cl)cc1,0
train_401,CCCOc1nc2c(ncn2C2OC(COP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1.[Na+].[Na+],8
train_402,O=C(NC(CO)C(O)c1ccc([N+](=O)[O-])cc1)C(Cl)Cl,0
train_403,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2cccnc2)cn1,6
train_404,CC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C,6
train_405,CC(C)C(C(=O)O)S(=O)(=O)c1ccc(Cl)cc1,2
train_406,O=C1CC(c2ccccc2)Oc2ccccc21,0
train_407,[Cl-].[Na+],4
train_408,CNS(=O)(=O)c1ccc(NC(=O)NC(CC(=O)O)C(=O)NC(Cc2ccccc2)C(=O)OC)cc1,6
train_409,CCCCOC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,6
train_410,CC1OC(O)C(O)C(O)C1O,6
train_411,COC(=O)CCC(N)C(=O)OC,2
train_412,CC(COC(=O)C1CCC1C)NC(=O)C(N)CC(=O)O,6
train_413,CCc1cnccn1,0
train_414,CC(C)CC(=O)OCCNC(=O)C(N)CC(=O)O,6
train_415,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,0
train_416,CC(N)C(=O)O,6
train_417,COc1ccc(C2=COc3ccccc3O2)cc1O,7
train_418,COc1cc(C)nc(-n2nc(C)cc2OC)n1,0
train_419,COc1ccc(C(=O)Sc2ccccc2)cc1O,7
train_420,O=c1[nH]c(=O)c2[nH]cnc2[nH]1,0
train_421,CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,0
train_422,CC(C)=CCC1C(=O)C(C(=O)C(C)C)=C(O)C1(O)C(=O)C=CC(C)C,0
train_423,O=S(=O)([O-])Nc1ccc2c(c1)OCCO2.[Na+],0
train_424,N#Cc1ccc(N=C(NCC(=O)O)NC23CC4CC(CC(C4)C2)C3)cc1,6
train_425,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(OC)C(OC6CC(OC)C(OC7CC(OC)C(OC8OC(CO)C(OC9OC(CO)C(O)C(O)C9O)C(O)C8O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,7
train_426,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,0
train_427,COc1ccc(C2Cc3cccc(O)c3C(=O)O2)cc1OC,0
train_428,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,0
train_429,C=CC(O)CC,0
train_430,O=C(O)CCNC(=O)Nc1ccccc1,7
train_431,COC(=O)C(NC(=O)C(CC(=O)O)NC(=S)Nc1ccc(C#N)cc1)C(=O)OC1C2(C)CCC(C2)C1(C)C,0
train_432,CC(=O)c1cccc(NS(=O)(=O)[O-])c1.[Na+],3
train_433,O=S(=O)([O-])Nc1ccc(Br)cc1.[Na+],6
train_434,c1cnccn1,0
train_435,CC1OC(OC2C(Oc3cc(O)c(C(=O)CCc4cccc(O)c4)c(O)c3)OC(CO)C(O)C2O)C(O)C(O)C1O,6
train_436,OCC1OC(OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,6
train_437,CC1(O)CC(N2CCCC2)=C(N2CCCC2)C1=O,0
train_438,CCN(CCCc1ccccc1)CCCc1ccccc1.O=C(O)CC(O)(CC(=O)O)C(=O)O,0
train_439,O=S(=O)([O-])Nc1cc(C(F)(F)F)ccc1Br.[Na+],3
train_440,C=C(C)C1CC2(O)C(CC3C(=O)C(C(=O)C(C)CC)=C(O)C32O)C1(C)C,0
train_441,O=C(OC1OC(CO)C(O)C(O)C1O)c1cc(O)c(O)c(O)c1,0
train_442,CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,0
train_443,O=C(O)C=Cc1ccc(O)c(O)c1,0
train_444,CC(C)=CCCC(C)CCO,0
train_445,O=C1NC(c2cccc([N+](=O)[O-])c2)=CCN1c1ccccc1O,1
train_446,c1ccc2ncncc2c1,0
train_447,O=S(=O)([O-])Nc1ccc(N(c2ccccc2)S(=O)(=O)[O-])cc1.[Na+].[Na+],0
train_448,CC(O)CNS(=O)(=O)[O-].[Na+],6
train_449,O=C(O)C=CC(=O)O,5
train_450,NC(CC(=O)O)C(=O)NCCOC(=O)C1CC1,6
train_451,COc1ccc(OC(=O)c2ccccc2C(=O)O)cc1,6
train_452,COc1ccc(Sc2ccccc2C(=O)O)cc1,7
train_453,CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)C=CC(=O)O,0
train_454,O=S(=O)([O-])Nc1ncc(Br)cc1Br.[Na+],6
train_455,Cc1c(Cl)cccc1Nc1ncccc1C(=O)O,0
train_456,COc1ccc(CCCCc2ccccc2)cc1O,7
train_457,N#Cc1ccc(N=C(NCC(=O)O)NS(=O)(=O)Cc2ccccc2)cc1,6
train_458,COC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1C(C)CCCC1C,6
train_459,C=C1CCC2C(=C)C(=O)OC2C=C(C)CCC1O,0
train_460,O=[N+]([O-])c1ccc(NS(=O)(=O)[O-])nc1.[Na+],3
train_461,CC(=CCO)CCC1C(C)(O)CC(OC2OCC(O)C(O)C2O)C2C(C)(CO)CCCC12C,0
train_462,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)[O-])C(O)C(O)C6OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1.[NH4+],6
train_463,CC(C)c1ccc(S(=O)(=O)C(C(=O)O)C(C)C)cc1,3
train_464,CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCCC1C,6
train_465,COc1cc(OC2OC(COC(=O)c3cc(O)c(O)c(O)c3)C(O)C(O)C2O)ccc1O,0
train_466,O=P([O-])([O-])OCC1OC(n2cnc3c(S)ncnc32)C(O)C1O.[Na+].[Na+],8
train_467,C=C1C(=O)OC2C1CCC1(C)C(O)CC(=O)C(C)C21,0
train_468,CCCC(C(=O)O)S(=O)(=O)c1ccccc1,3
train_469,NC(N)=O,0
train_470,COc1cccc2sc(NS(=O)(=O)[O-])nc12.[Na+],6
train_471,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OCC(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,0
train_472,CCCCNS(=O)(=O)OCCC,2
train_473,NC(Cc1ccc(O)cc1)C(=O)O,6
train_474,CC(C)c1nnc(NS(=O)(=O)[O-])s1.[Na+],6
train_475,COc1ccccc1NS(=O)(=O)[O-].[Na+],1
train_476,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.NCCN,0
train_477,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(OC)C(OC7CC(OC)C(OC8OC(C)C(OC9OC(CO)C(OC%10OC(CO)C(O)C(O)C%10O)C(O)C9O)C(OC)C8O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,6
train_478,COc1ccc(C2OCc3ccccc3O2)cc1O,6
train_479,CC(C)c1ccccc1NS(=O)(=O)[O-].[Na+],6
train_480,O=C1OCc2cc3cccc(OC4OC(CO)C(O)C(O)C4O)c3c(O)c21,0
train_481,CCCCNc1ccc(C(=O)OCCN(C)C)cc1.Cl,0
train_482,C=CCOc1nc2c(ncn2C2OC(COP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1.[Ca+2],8
train_483,O=C(C=Cc1ccc(O)cc1)c1ccc(O)cc1O,0
train_484,CCCOC(=O)C(CO)NC(=O)C(N)CC(=O)O,6
train_485,CCC1=C(C)OS(=O)(=O)NC1=O,6
train_486,NC(CC(=O)O)C(=O)NCCOc1ccccc1,6
train_487,CC(=O)OC1CC2CCC3C(CCC4(C)C3CC([N+]3(C)CCCCC3)C4OC(C)=O)C2(C)CC1[N+]1(C)CCCCC1.[Br-].[Br-],0
train_488,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2,0
train_489,CCC(C)C(=O)C1=C(O)C(CC=C(C)C)=C(O)C(O)(CC=C(C)C)C1=O,0
train_490,CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)C1(O)C(=O)C=CC(C)(C)O,0
train_491,CCCOC(=O)C(NC(=O)C(N)CC(=O)O)C(C)O,6
train_492,CCCCCCNC(=O)C(N)CC(=O)O,6
train_493,OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,0
train_494,CCCOC(=O)c1ccc(NS(=O)(=O)[O-])cc1.[Na+],7
train_495,Cc1cccc(NC(=Nc2ccc(C#N)cc2)NCC(=O)O)c1,6
train_496,O=S(=O)(O)NC1CCCCC1,6
train_497,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(OC6OC(CO)C(O)C(O)C6O)C5OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(CO)C(O)C(O)C1O)C3,6
train_498,CCCCc1nnc(NS(=O)(=O)[O-])s1.[Na+],3
train_499,CC1NC(=O)C(Cc2ccc(O)cc2)NC1=O,0
train_500,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(OC)C(OC7CC(OC)C(O)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,7
train_501,CC1=COS(=O)(=O)NC1=O,6
train_502,O=S(=O)([O-])Nc1cc(Cl)cc(C(F)(F)F)c1.[Na+],3
train_503,CCC(=O)OC(C)C,2
train_504,CCCOC(=O)C(Cc1ccccc1)NC(=O)C(N)CC(=O)O,6
train_505,N#Cc1ccc(N=C(NCC(=O)O)NC(c2ccccc2)c2ccco2)cc1,6
train_506,Cc1csc(NS(=O)(=O)[O-])n1.[Na+],6
train_507,CCCCCC=CCC=CCC=CCC=CCCCC(=O)O,1
train_508,CCOC(=O)C=Cc1ccc(O[Si](C)(C)C)c(O[Si](C)(C)C)c1,0
train_509,CCC(CO)NC(=O)C1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1.O=C(O)C=CC(=O)O,0
train_510,COCCC=C(C)C=NO,0
train_511,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,0
train_512,OCC1OC(OC2(CF)OC(CF)C(O)C2O)C(O)C(O)C1F,6
train_513,COc1ccc(C2COc3ccccc3O2)cc1O,6
train_514,O=C(C=Cc1ccc(O)c(O)c1)OC1CC2(O)CC(O)C1OC2=O,0
train_515,CN(C(=Nc1ccc(C#N)cc1)NCC(=O)O)C1CCCCCCC1,6
train_516,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0
train_517,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C3,6
train_518,COc1cc2c(cc1OC)C1c3ccc(OC)c(O)c3OCC1(O)C2,7
train_519,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(OC)C(OC7OC(C)C(OC8OC(CO)C(O)C(O)C8O)C(OC)C7O)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,6
train_520,O=c1nc[nH]c2nc[nH]c12,0
train_521,CCC(C)C(=O)OC(C)C1(O)CCC2(O)C3CCC4CC(OC5CC(O)C(OC6CC(OC)C(OC7CC(OC)C(OC8CC(OC)C(OC9OC(C)C(O)C(OC)C9O)C(C)O8)C(C)O7)C(C)O6)C(C)O5)CCC4(C)C3CC(OC(C)=O)C12C,6
train_522,CCCOc1ccc(N)cc1[N+](=O)[O-],7
train_523,O=S(=O)([O-])NC1CCCCCCC1.[Na+],6
train_524,COc1ccc(C2OCc3ccccc3S2)c(CC=Cc2ccc([N+](=O)[O-])cc2)c1O,7
train_525,CC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(O)C1O,6
train_526,COC(=O)c1ccc(C(=O)NC2CC(C)CCC2C(C)C)cc1,8
train_527,COC(=O)C(CCCCN)NC(=O)C(N)CC(=O)O,0
train_528,CCN(CCO)c1ccc(NS(=O)(=O)[O-])cc1.[Na+],7
train_529,CC(C)Cc1csc(NS(=O)(=O)[O-])n1.[Na+],6
train_530,CC(Cc1ccccc1)c1nnc(NS(=O)(=O)[O-])s1.[Na+],3
train_531,N#Cc1ccccc1NS(=O)(=O)[O-].[Na+],3
train_532,CC1=CCC(C(C)C)=CC1,0
train_533,O=C1c2ccccc2S(=O)(=O)N1CCBr,7
train_534,N#Cc1ccc(Br)c(N)c1,6
train_535,O=C(O)CNC(=Nc1cc(Cl)cc(Cl)c1)NCc1ccccc1,6
train_536,Cl.O=C(Cn1c(=O)sc2ccc(Cl)cc21)N1CCN(CCO)CC1,0
train_537,O=C1NS(=O)(=O)c2cc([N+](=O)[O-])ccc21,0
train_538,COc1cc(C=CC(=O)Nc2ccc(O)cc2C(=O)O)ccc1O,0
train_539,COc1ccc(NS(=O)(=O)[O-])cc1OC.[Na+],1
train_540,C=C(C(=O)O)C1C(O)C=C(C)C2(O)CC=C(C)C2C1O,0
train_541,Cc1nc(NS(=O)(=O)[O-])sc1C.[Na+],6
train_542,CCC1OC(=O)C(C)C(OC2CC(C)(OC)C(O)C(C)O2)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)(OC)CC(C)C(=O)C(C)C(O)C1(C)O,0
train_543,CC(NC(=Nc1cc(Cl)c(Cl)c(Cl)c1)NCC(=O)O)c1ccccc1,6
train_544,CCN(CC)CCOCCOC(=O)C(CC)(CC)c1ccccc1,0
train_545,CCOC1CC=C(C=NO)CC1,6
train_546,CSc1ccc(C2CSc3cc(O)ccc3O2)cc1O,7
train_547,CC(Cc1ccc2c(c1)OCO2)NC(=O)C(N)CC(=O)O,0
train_548,O=C(O)c1ccccc1C(=O)c1ccc([N+](=O)[O-])cc1,0
train_549,CC(C(=O)[O-])[n+]1cc(O)ccc1CO,8
train_550,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,0
train_551,CCCC(CCC)C(N)=O,0
train_552,O=Cc1ccccc1,0
train_553,CC(C)c1cccc(C(C)C)c1NS(=O)(=O)[O-].[Na+],0
train_554,O=S(=O)([O-])Nc1ccc2nc(S)sc2c1.[Na+],2
train_555,CC(C)C1CCC(C)C2C(C(=O)NC3CCCC3)C12,8
train_556,N#CCCNC(=O)Nc1ccc([N+](=O)[O-])cc1,7
train_557,OCC1OC(OC2(CO)OC(CCl)C(O)C2O)C(O)C(O)C1Cl,6
train_558,CC=CCSc1nc2c(ncn2C2OC(COP(=O)([O-])[O-])C(O)C2O)c(=O)[nH]1.[Na+].[Na+],8
train_559,CC1CCC2(NC1)OC1CC3C4CCC5CC(OC6OC(CO)C(OC7OC(CO)C(O)C(OC8OCC(O)C(O)C8O)C7OC7OC(CO)C(O)C(O)C7O)C(O)C6O)CCC5(C)C4CCC3(C)C1C2C,0
train_560,CC1=CC(=O)[N-]S(=O)(=O)O1.COC(=O)C(Cc1ccccc1)NC(=O)C([NH3+])CC(=O)O,6
train_561,COc1cc(C(=O)OCC(C#N)=CCOC2OC(CO)C(O)C(O)C2O)ccc1O,1
train_562,COC1=CC(=O)C(CC=C(C)C)(CC=C(C)C)C(=O)C1=C(O)C=Cc1ccc(O)cc1,0
train_563,CCOC(=O)Cc1ccccc1,2
train_564,COc1ccc(CC(CO)c2ccccc2)cc1O,0
train_565,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,0
train_566,CC(C(=O)O)C1CCC(C23C=CC(O)C(C)(C)C2C(=O)OC3)C(C(=O)O)C1,0
train_567,CC(NC(=O)C(N)CC(=O)O)C(=O)NC1CCCCC1,6
train_568,Cc1cc(Br)cnc1NS(=O)(=O)[O-].[Na+],3
train_569,COC(=O)C1OC(OC2CCC34CC35CCC3(C)C(C(C)C6CC=C(C)C(=O)O6)CCC3(C)C5CCC4C2(C)C(=O)O)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,6
train_570,O=C(OC1Cc2c(O)cc(O)cc2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,0
train_571,COC(=O)C(CO)NC(=O)C(N)CC(=O)O,6
train_572,CCCC(=O)OCC(NC(=O)C(N)CC(=O)O)C(C)C,6
train_573,NC(=NCCCCCCN=C(N)N=C(N)Nc1ccc(Cl)cc1)N=C(N)Nc1ccc(Cl)cc1,0
train_574,CCC1(CC)C(=O)NC(=O)NC1=O,0
train_575,N#Cc1ccc(NC(=O)NC(CC(=O)O)c2cccc(O)c2)cc1,6
train_576,COC(C)C1CCC=C(C=NO)C1,0
train_577,CNC(CC(C)C)C(=O)NC1C(=O)NC(CC(N)=O)C(=O)NC2C(=O)NC3C(=O)NC(C(=O)NC(C(=O)O)c4cc(O)cc(O)c4-c4cc3ccc4O)C(O)c3ccc(c(Cl)c3)Oc3cc2cc(c3OC2OC(CO)C(O)C(O)C2OC2CC(C)(N)C(O)C(C)O2)Oc2ccc(cc2Cl)C1O,0
train_578,CCOC(=O)C(NC(=O)C(N)CC(=O)O)C(=O)OC1CCCC1,6
train_579,CCNC(=O)Oc1cc(C2OCc3ccccc3S2)ccc1OC,7
train_580,CCCC(C)OC(=O)CCNC(=O)C(N)CC(=O)O,6
train_581,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl,0
train_582,CC(NC(=O)C(CC(=O)O)NC(=O)Nc1ccc(C#N)cc1)C(=O)NC(C1CC1)C1CC1,6
train_583,NC(CCC(=O)O)C(=O)NC(Cc1ccc(O)cc1)C(=O)O,0
train_584,CC(NC(=Nc1cccc(C(F)(F)F)c1)NCC(=O)O)c1ccccc1,6
train_585,O=C(C=Cc1ccccc1O)c1ccc(O)cc1O,0
train_586,CCOC(=O)CC(O)(CC(=O)OCC)C(=O)OCC,0
train_587,NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)OC1CCCCC1,7
train_588,CC1OC(OC2C(OC3CCC4(C)C(=CCC5C4CCC4(C)C5CC5OC6(CCC(C)(COC7OC(CO)C(O)C(O)C7O)O6)C(C)C54)C3)OC(CO)C(OC3OC(CO)C(O)C(O)C3O)C2O)C(O)C(O)C1O,0
train_589,CC(COC(=O)C1CCCC1)NC(=O)C(N)CC(=O)O,6
train_590,COc1ccc2ccc(=O)oc2c1CC1OC1(C)C,0
train_591,Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1.Cl.[Cl-],0
train_592,OCCc1ccccc1,0
train_593,CC(NC(=Nc1cccc(Cl)c1)NCC(=O)O)c1ccccc1,6
train_594,NC(=O)Nc1ccc(CCc2ccccc2)cc1,7
train_595,CC(=O)OCC(C)NC(=O)C(N)CC(=O)O,6
train_596,O=C(O)Cc1cn(C2OC(CO)C(O)C(O)C2O)c2ccccc12,1
train_597,NC(CC(O)(Cc1c[nH]c2ccccc12)C(=O)O)C(=O)O,6
train_598,CCCCCCCCCCCCCCCCCC(=O)OCC(O)CO,0
train_599,O=c1c(OC2OC(CO)C(O)C(O)C2O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,0
train_600,Oc1cccc(C2OCc3ccccc3S2)c1,6
train_601,COC(=O)C=Cc1ccc(O)cc1,0
train_602,CCC1(CC)C(=O)N=C([O-])NC1=O.[Na+],0
train_603,CC(O)C1NC(=O)C2CCCN2C1=O,0
train_604,N#Cc1ccc(N=C(NCCc2ccccc2)NCC(=O)O)cc1,6
train_605,COc1ccc(CNCC(C)(C)C)cc1O,7
train_606,CCC(CC(=O)OC1CCCCC1)NC(=O)C(N)CC(=O)O,3
train_607,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-],0
train_608,Cn1nnnc1NC(=Nc1ccc(C#N)cc1)NC1CCCCC1,6
train_609,CC(NC(=O)C(N)CC(=O)O)C(=O)NC(C)(C1CC1)C1CC1,6
train_610,COC(=O)C1C(OC(=O)c2ccccc2)CC2CCC1N2C,0
train_611,CCN(CC)C1=NS(=O)(=O)c2cc([N+](=O)[O-])ccc21,0
train_612,C=CCNC(N)=S,0
train_613,CCC(C)C(=O)c1c(O)cc(O)cc1OC1OC(CO)C(O)C(O)C1O,0
